Date,Time,MSec,Sample,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12
1/29/2020,14:39:12,969,2369,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:13,168,2370,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:13,369,2371,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:13,567,2372,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:13,768,2373,79,103,77,78,79,80,77,77,82,77,78,80
1/29/2020,14:39:13,966,2374,79,135,77,78,79,80,77,77,82,77,78,80
1/29/2020,14:39:14,169,2375,79,146,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:14,367,2376,79,180,77,78,79,80,77,77,82,78,78,80
1/29/2020,14:39:14,560,2377,79,194,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:14,771,2378,79,243,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:14,969,2379,79,219,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:15,168,2380,79,199,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:15,368,2381,79,232,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:15,560,2382,79,232,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:15,769,2383,79,208,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:15,970,2384,79,184,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:16,169,2385,79,118,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:16,370,2386,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:16,558,2387,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:16,770,2388,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:16,972,2389,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:17,171,2390,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:17,368,2391,79,80,77,78,79,80,77,77,82,77,78,80
1/29/2020,14:39:17,559,2392,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:17,769,2393,79,80,77,78,80,80,77,77,82,97,78,80
1/29/2020,14:39:17,969,2394,79,80,77,78,80,80,77,77,82,123,78,80
1/29/2020,14:39:18,172,2395,79,80,77,78,80,80,77,77,82,120,78,80
1/29/2020,14:39:18,371,2396,80,80,77,78,80,80,77,77,82,109,78,80
1/29/2020,14:39:18,564,2397,79,80,77,78,80,80,77,77,82,114,78,80
1/29/2020,14:39:18,768,2398,79,80,77,78,80,80,77,77,82,100,78,80
1/29/2020,14:39:18,970,2399,79,80,77,78,80,80,77,77,82,78,78,80
1/29/2020,14:39:19,171,2400,79,80,77,78,79,80,77,77,82,78,78,80
1/29/2020,14:39:19,373,2401,79,80,77,78,79,80,77,77,82,77,78,80
1/29/2020,14:39:19,563,2402,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:19,773,2403,79,80,77,77,80,80,77,77,82,77,78,80
1/29/2020,14:39:19,968,2404,79,80,77,77,80,80,77,77,82,78,78,80
1/29/2020,14:39:20,171,2405,79,80,77,78,80,80,77,77,82,78,78,80
1/29/2020,14:39:20,368,2406,79,80,77,78,80,80,77,77,82,78,78,80
1/29/2020,14:39:20,564,2407,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:20,771,2408,79,80,77,78,80,80,77,77,82,78,78,80
1/29/2020,14:39:20,971,2409,79,80,77,78,80,80,77,77,82,78,78,80
1/29/2020,14:39:21,168,2410,79,80,77,78,80,80,77,77,106,77,78,80
1/29/2020,14:39:21,370,2411,79,80,77,77,80,80,77,77,165,77,78,80
1/29/2020,14:39:21,571,2412,79,80,77,77,80,80,77,77,106,77,78,80
1/29/2020,14:39:21,769,2413,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:21,971,2414,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:22,159,2415,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:22,370,2416,79,80,77,78,80,80,77,77,83,77,78,80
1/29/2020,14:39:22,571,2417,79,80,77,78,80,80,77,77,83,77,78,80
1/29/2020,14:39:22,769,2418,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:22,970,2419,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:23,161,2420,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:23,368,2421,79,80,77,78,80,80,77,77,82,78,78,80
1/29/2020,14:39:23,570,2422,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:23,770,2423,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:23,968,2424,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:24,160,2425,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:24,368,2426,79,80,77,78,80,80,77,77,82,78,78,80
1/29/2020,14:39:24,570,2427,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:24,766,2428,79,80,77,78,79,80,77,77,82,78,78,80
1/29/2020,14:39:24,969,2429,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:25,163,2430,79,80,77,78,79,80,77,77,82,77,78,80
1/29/2020,14:39:25,367,2431,79,80,77,78,80,80,77,77,82,77,78,104
1/29/2020,14:39:25,569,2432,79,80,77,78,80,80,77,77,82,77,78,131
1/29/2020,14:39:25,766,2433,79,80,77,78,80,80,77,77,82,77,78,128
1/29/2020,14:39:25,970,2434,79,80,77,78,80,80,77,77,82,77,78,156
1/29/2020,14:39:26,165,2435,79,80,77,78,80,80,77,77,82,77,78,189
1/29/2020,14:39:26,367,2436,79,80,77,78,80,80,77,77,82,77,78,191
1/29/2020,14:39:26,568,2437,79,80,77,78,80,80,77,77,82,77,78,221
1/29/2020,14:39:26,767,2438,79,80,77,78,80,80,77,77,82,77,78,229
1/29/2020,14:39:26,967,2439,79,80,77,78,80,80,79,77,82,78,78,194
1/29/2020,14:39:27,164,2440,79,80,77,78,80,80,101,77,82,77,78,118
1/29/2020,14:39:27,370,2441,79,80,77,78,80,80,123,77,82,77,78,80
1/29/2020,14:39:27,569,2442,79,80,77,78,80,80,152,77,82,77,78,80
1/29/2020,14:39:27,767,2443,79,80,77,78,80,80,185,77,82,77,78,80
1/29/2020,14:39:27,967,2444,79,80,77,78,80,80,296,77,82,77,78,80
1/29/2020,14:39:28,168,2445,80,80,77,78,80,80,320,77,82,77,78,80
1/29/2020,14:39:28,370,2446,80,80,77,78,80,80,327,77,82,77,78,80
1/29/2020,14:39:28,567,2447,79,80,77,78,80,80,324,77,82,77,78,80
1/29/2020,14:39:28,761,2448,79,80,77,78,80,80,260,77,82,77,78,80
1/29/2020,14:39:28,970,2449,107,80,77,78,80,80,184,77,82,77,78,80
1/29/2020,14:39:29,167,2450,125,80,77,78,79,80,77,77,92,77,78,80
1/29/2020,14:39:29,367,2451,79,80,77,78,80,80,77,77,84,77,78,80
1/29/2020,14:39:29,568,2452,79,80,77,78,80,80,84,77,82,77,78,80
1/29/2020,14:39:29,761,2453,79,80,77,78,79,80,141,77,82,77,78,80
1/29/2020,14:39:29,972,2454,79,80,77,78,79,80,131,77,82,77,78,80
1/29/2020,14:39:30,170,2455,79,101,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:30,368,2456,79,105,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:30,571,2457,79,80,77,78,79,80,77,77,82,77,78,80
1/29/2020,14:39:30,760,2458,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:30,968,2459,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:31,168,2460,79,80,77,78,79,80,77,77,82,77,78,80
1/29/2020,14:39:31,372,2461,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:31,569,2462,79,80,77,77,80,80,77,77,82,77,78,80
1/29/2020,14:39:31,762,2463,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:31,968,2464,79,80,77,78,144,80,77,77,82,77,78,80
1/29/2020,14:39:32,171,2465,79,80,77,78,102,80,77,77,82,77,78,80
1/29/2020,14:39:32,367,2466,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:32,570,2467,79,80,77,78,80,80,77,77,82,77,78,116
1/29/2020,14:39:32,772,2468,79,80,77,78,80,80,77,77,82,77,78,151
1/29/2020,14:39:32,972,2469,79,80,77,78,80,80,77,77,82,77,78,173
1/29/2020,14:39:33,172,2470,79,80,77,78,80,80,77,77,82,77,78,175
1/29/2020,14:39:33,368,2471,79,80,77,78,80,80,77,77,82,78,78,169
1/29/2020,14:39:33,568,2472,79,80,77,78,79,80,77,77,82,77,78,178
1/29/2020,14:39:33,765,2473,79,80,77,78,80,80,77,77,82,77,78,100
1/29/2020,14:39:33,971,2474,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:34,171,2475,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:34,371,2476,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:34,568,2477,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:34,768,2478,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:34,973,2479,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:35,171,2480,79,80,77,78,79,80,77,77,82,77,78,80
1/29/2020,14:39:35,358,2481,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:35,568,2482,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:35,768,2483,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:35,969,2484,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:36,171,2485,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:36,360,2486,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:36,570,2487,79,80,77,78,79,80,77,77,82,77,78,80
1/29/2020,14:39:36,769,2488,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:36,969,2489,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:37,170,2490,79,80,77,78,80,80,77,77,82,78,78,80
1/29/2020,14:39:37,360,2491,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:37,572,2492,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:37,767,2493,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:37,967,2494,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:38,171,2495,79,80,77,78,80,80,77,77,82,78,78,80
1/29/2020,14:39:38,361,2496,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:38,571,2497,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:38,769,2498,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:38,972,2499,79,80,77,78,80,80,77,77,82,78,78,80
1/29/2020,14:39:39,168,2500,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:39,361,2501,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:39,571,2502,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:39,768,2503,79,80,77,78,79,80,77,77,82,77,78,80
1/29/2020,14:39:39,970,2504,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:40,169,2505,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:40,369,2506,79,80,77,78,79,80,77,77,82,78,78,80
1/29/2020,14:39:40,568,2507,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:40,767,2508,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:40,968,2509,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:41,168,2510,79,80,77,78,80,80,77,77,82,78,78,80
1/29/2020,14:39:41,364,2511,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:41,571,2512,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:41,768,2513,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:41,958,2514,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:42,168,2515,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:42,368,2516,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:42,568,2517,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:42,767,2518,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:42,967,2519,79,80,77,78,79,80,77,77,82,77,78,80
1/29/2020,14:39:43,167,2520,79,80,77,78,79,80,77,77,82,77,78,80
1/29/2020,14:39:43,368,2521,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:43,568,2522,79,80,77,78,79,80,77,77,82,77,78,80
1/29/2020,14:39:43,769,2523,79,80,77,78,79,80,77,77,82,77,78,80
1/29/2020,14:39:43,960,2524,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:44,171,2525,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:44,371,2526,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:44,567,2527,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:44,770,2528,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:44,961,2529,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:45,168,2530,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:45,368,2531,79,80,77,77,80,80,77,77,82,78,78,80
1/29/2020,14:39:45,569,2532,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:45,768,2533,79,80,77,78,80,80,77,77,82,78,78,80
1/29/2020,14:39:45,959,2534,79,80,77,78,80,80,77,77,82,78,78,80
1/29/2020,14:39:46,167,2535,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:46,368,2536,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:46,566,2537,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:46,768,2538,79,80,77,78,79,80,77,77,82,77,78,80
1/29/2020,14:39:46,973,2539,79,80,77,77,80,80,77,77,82,77,78,80
1/29/2020,14:39:47,171,2540,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:47,368,2541,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:47,570,2542,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:47,768,2543,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:47,964,2544,79,80,77,78,80,80,77,77,82,78,93,80
1/29/2020,14:39:48,167,2545,79,80,77,78,80,80,96,77,82,77,130,80
1/29/2020,14:39:48,367,2546,79,80,77,77,80,80,110,77,82,92,115,80
1/29/2020,14:39:48,567,2547,79,80,77,78,80,80,164,77,82,123,78,80
1/29/2020,14:39:48,767,2548,79,80,77,78,80,80,223,77,82,127,78,80
1/29/2020,14:39:48,966,2549,79,80,77,78,80,80,204,77,82,131,78,80
1/29/2020,14:39:49,168,2550,79,80,77,78,80,80,183,77,82,133,107,80
1/29/2020,14:39:49,367,2551,79,80,77,78,80,80,212,77,82,132,133,80
1/29/2020,14:39:49,569,2552,79,80,77,78,80,80,295,77,82,105,98,80
1/29/2020,14:39:49,768,2553,79,80,77,78,79,80,255,77,82,102,78,80
1/29/2020,14:39:49,971,2554,79,80,77,78,80,80,92,77,82,80,78,80
1/29/2020,14:39:50,169,2555,79,80,77,78,80,80,84,77,82,77,78,80
1/29/2020,14:39:50,368,2556,79,80,77,78,80,80,106,77,82,77,78,80
1/29/2020,14:39:50,560,2557,79,80,77,78,80,80,158,77,82,77,78,80
1/29/2020,14:39:50,772,2558,79,80,77,78,79,80,186,77,82,77,78,80
1/29/2020,14:39:50,972,2559,79,80,77,78,80,80,233,77,82,77,78,80
1/29/2020,14:39:51,169,2560,79,80,77,78,79,80,127,77,82,78,78,80
1/29/2020,14:39:51,368,2561,79,80,77,78,79,80,78,77,82,77,78,80
1/29/2020,14:39:51,562,2562,79,80,77,78,80,80,78,77,82,77,78,80
1/29/2020,14:39:51,768,2563,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:51,970,2564,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:52,168,2565,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:52,372,2566,79,80,77,78,80,80,77,77,82,78,78,80
1/29/2020,14:39:52,560,2567,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:52,769,2568,79,80,77,78,80,80,112,77,82,78,78,80
1/29/2020,14:39:52,968,2569,79,80,77,78,80,80,132,77,82,78,78,80
1/29/2020,14:39:53,168,2570,79,80,77,78,80,80,136,77,82,77,78,80
1/29/2020,14:39:53,368,2571,79,80,77,78,93,80,136,77,82,77,78,80
1/29/2020,14:39:53,562,2572,79,94,77,78,112,80,180,77,82,77,78,80
1/29/2020,14:39:53,771,2573,79,118,77,78,80,80,240,77,82,77,78,80
1/29/2020,14:39:53,968,2574,79,81,77,78,80,80,278,77,82,77,78,80
1/29/2020,14:39:54,169,2575,79,80,77,78,80,80,291,77,82,77,78,80
1/29/2020,14:39:54,368,2576,79,80,77,78,80,80,323,77,82,77,78,80
1/29/2020,14:39:54,567,2577,79,80,77,78,80,80,333,77,82,77,78,80
1/29/2020,14:39:54,768,2578,79,80,77,78,80,80,143,77,82,77,78,80
1/29/2020,14:39:54,972,2579,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:55,167,2580,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:55,368,2581,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:55,579,2582,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:55,768,2583,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:55,968,2584,80,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:56,169,2585,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:56,367,2586,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:56,571,2587,79,80,77,78,80,80,77,77,82,78,78,80
1/29/2020,14:39:56,771,2588,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:56,971,2589,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:57,159,2590,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:57,370,2591,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:57,568,2592,79,80,77,78,80,80,77,77,82,78,78,80
1/29/2020,14:39:57,768,2593,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:57,970,2594,79,80,77,78,80,80,77,77,106,77,78,80
1/29/2020,14:39:58,160,2595,79,80,77,78,80,80,77,77,116,77,78,80
1/29/2020,14:39:58,368,2596,79,80,77,78,80,80,77,77,126,77,78,80
1/29/2020,14:39:58,569,2597,79,80,77,78,80,80,77,77,131,77,78,80
1/29/2020,14:39:58,766,2598,79,80,77,78,80,80,77,77,152,77,78,80
1/29/2020,14:39:58,968,2599,79,80,77,78,80,80,77,77,99,77,78,80
1/29/2020,14:39:59,161,2600,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:59,370,2601,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:59,571,2602,79,80,77,78,80,80,77,77,82,78,78,80
1/29/2020,14:39:59,768,2603,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:39:59,968,2604,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:40:00,159,2605,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:40:00,370,2606,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:40:00,567,2607,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:40:00,774,2608,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:40:00,970,2609,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:40:01,168,2610,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:40:01,370,2611,79,80,77,78,79,80,77,77,82,77,78,80
1/29/2020,14:40:01,569,2612,79,80,77,78,79,80,77,77,82,77,78,80
1/29/2020,14:40:01,769,2613,79,80,77,98,80,80,77,77,82,77,78,80
1/29/2020,14:40:01,971,2614,79,80,77,125,80,80,77,77,82,77,78,80
1/29/2020,14:40:02,164,2615,79,80,77,139,80,80,77,77,82,77,78,80
1/29/2020,14:40:02,368,2616,79,80,77,126,80,80,77,77,82,77,78,80
1/29/2020,14:40:02,567,2617,79,80,77,122,80,80,77,77,82,77,78,80
1/29/2020,14:40:02,768,2618,79,80,77,109,80,80,77,77,82,77,78,80
1/29/2020,14:40:02,970,2619,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:40:03,165,2620,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:40:03,361,2621,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:40:03,566,2622,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:40:03,766,2623,79,80,77,78,80,80,77,77,82,78,78,80
1/29/2020,14:40:03,971,2624,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:40:04,169,2625,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:40:04,361,2626,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:40:04,571,2627,79,80,77,78,80,80,77,77,82,78,78,80
1/29/2020,14:40:04,758,2628,85,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:40:04,968,2629,90,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:40:05,169,2630,82,80,77,78,79,80,77,77,82,78,78,80
1/29/2020,14:40:05,369,2631,102,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:40:05,558,2632,103,80,77,78,80,80,102,77,82,77,78,80
1/29/2020,14:40:05,760,2633,87,80,77,78,80,80,122,77,82,77,78,80
1/29/2020,14:40:05,967,2634,79,80,77,78,80,80,134,77,82,77,78,80
1/29/2020,14:40:06,167,2635,79,80,77,78,80,80,111,77,82,77,78,80
1/29/2020,14:40:06,371,2636,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:40:06,567,2637,79,80,77,78,80,80,77,77,87,77,78,80
1/29/2020,14:40:06,758,2638,79,80,77,78,80,80,77,77,118,77,78,80
1/29/2020,14:40:06,973,2639,79,80,77,78,80,80,77,77,96,77,78,80
1/29/2020,14:40:07,170,2640,79,80,77,78,80,80,77,77,92,77,78,80
1/29/2020,14:40:07,371,2641,79,80,77,78,80,80,77,77,84,77,78,80
1/29/2020,14:40:07,570,2642,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:40:07,767,2643,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:40:07,960,2644,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:40:08,169,2645,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:40:08,370,2646,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:40:08,568,2647,80,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:40:08,765,2648,79,80,77,78,80,80,77,77,82,78,78,80
1/29/2020,14:40:08,971,2649,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:40:09,168,2650,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:40:09,372,2651,79,80,77,78,80,80,77,77,109,77,78,80
1/29/2020,14:40:09,569,2652,79,80,77,78,80,80,77,77,142,77,78,80
1/29/2020,14:40:09,769,2653,79,80,77,78,80,80,77,77,124,78,78,80
1/29/2020,14:40:09,968,2654,79,80,77,78,80,80,77,77,133,77,78,80
1/29/2020,14:40:10,169,2655,79,80,77,78,80,80,77,77,115,77,78,80
1/29/2020,14:40:10,369,2656,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:40:10,569,2657,79,80,77,78,79,80,77,77,82,77,78,80
1/29/2020,14:40:10,768,2658,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:40:10,972,2659,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:40:11,168,2660,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:40:11,361,2661,79,80,77,78,80,80,77,77,82,78,78,80
1/29/2020,14:40:11,569,2662,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:40:11,769,2663,79,80,77,78,79,80,77,77,82,77,78,80
1/29/2020,14:40:11,968,2664,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:40:12,168,2665,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:40:12,361,2666,79,80,77,77,80,80,77,77,82,77,78,80
1/29/2020,14:40:12,568,2667,79,80,77,77,80,80,77,77,82,77,78,80
1/29/2020,14:40:12,769,2668,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:40:12,969,2669,79,80,77,78,80,80,77,77,82,78,78,80
1/29/2020,14:40:13,172,2670,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:40:13,359,2671,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:40:13,569,2672,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:40:13,768,2673,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:40:13,968,2674,79,80,77,78,80,80,77,77,82,78,78,80
1/29/2020,14:40:14,168,2675,79,80,77,78,80,80,77,77,82,78,78,80
1/29/2020,14:40:14,361,2676,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:40:14,571,2677,79,80,77,78,80,80,77,77,82,78,78,80
1/29/2020,14:40:14,768,2678,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:40:14,969,2679,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:40:15,168,2680,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:40:15,360,2681,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:40:15,571,2682,79,80,77,77,80,80,77,77,82,77,78,80
1/29/2020,14:40:15,768,2683,79,80,77,78,80,80,77,77,82,78,78,80
1/29/2020,14:40:15,971,2684,79,80,77,78,80,80,77,77,82,78,78,80
1/29/2020,14:40:16,167,2685,79,80,77,78,80,80,77,77,82,78,78,80
1/29/2020,14:40:16,377,2686,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:40:16,569,2687,79,80,77,78,80,80,77,77,82,78,78,80
1/29/2020,14:40:16,767,2688,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:40:16,969,2689,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:40:17,168,2690,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:40:17,366,2691,79,80,77,78,79,80,77,77,82,77,78,80
1/29/2020,14:40:17,567,2692,79,80,77,78,80,80,77,77,82,78,78,80
1/29/2020,14:40:17,770,2693,79,80,77,78,80,80,77,77,82,78,78,80
1/29/2020,14:40:17,959,2694,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:40:18,167,2695,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:40:18,370,2696,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:40:18,569,2697,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:40:18,770,2698,79,80,77,78,80,80,77,77,82,77,78,80
1/29/2020,14:40:18,967,2699,79,80,89,78,80,80,77,77,82,77,78,80
1/29/2020,14:40:19,159,2700,79,80,136,78,80,80,77,77,82,78,78,80
